pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,st_spectype,st_rad,st_mass,ra,dec,sy_dist
HAT-P-51 b,HAT-P-51,0,1,1,Transit,2015,4.2180278,0.05067,0.00048,-0.00047,0,14.493,1.293,98.84513,0.311,,,1.04,0.98,21.0651251,32.8107,440.089
HAT-P-51 b,HAT-P-51,0,1,1,Transit,2015,4.2180278,0.05069,0.00049,-0.00049,0,14.493,1.293,98.20947,0.309,1192,,1.04,0.98,21.0651251,32.8107,440.089
HAT-P-51 b,HAT-P-51,1,1,1,Transit,2015,4.21802091,0.05042,0.00068,-0.00065,0,13.507,1.205,97.57332,0.307,1168,,0.99,0.96,21.0651251,32.8107,440.089
HAT-P-52 b,HAT-P-52,1,1,1,Transit,2015,2.7535953,0.03694,0.00038,-0.00038,0,11.31,1.009,259.98494,0.818,1218,,0.89,0.89,42.7217412,29.0222492,361.155
HAT-P-52 b,HAT-P-52,0,1,1,Transit,2015,2.7535953,0.03696,0.00037,-0.00038,0,11.31,1.009,259.66711,0.817,,,0.89,0.89,42.7217412,29.0222492,361.155
HAT-P-53 b,HAT-P-53,1,1,1,Transit,2015,1.9616241,0.03159,0.00042,-0.00042,0,14.773,1.318,471.65972,1.484,1778,,1.21,1.09,21.8711012,38.9681137,666.802
HAT-P-53 b,HAT-P-53,0,1,1,Transit,2015,1.9616241,0.0316,0.00041,-0.00043,0,14.773,1.318,469.43491,1.477,,,1.21,1.09,21.8711012,38.9681137,666.802
HAT-P-54 b,HAT-P-54,0,1,1,Transit,2015,3.799847,0.04122,0.00043,-0.00043,0,10.581,0.944,578.4506,1.82,,,0.62,0.65,99.8979924,25.4824005,143.651
HAT-P-54 b,HAT-P-54,1,1,1,Transit,2015,3.799847,0.04117,0.00043,-0.00043,0,10.581,0.944,241.5508,0.76,818,,0.62,0.65,99.8979924,25.4824005,143.651
HAT-P-55 b,HAT-P-55,0,1,1,Transit,2015,3.5852467,0.04604,0.00056,-0.00055,0,13.249,1.182,184.3414,0.58,,,1.01,1.01,264.2735096,25.7311468,511.388
HAT-P-55 b,HAT-P-55,0,1,1,Transit,2015,3.5852467,0.04604,0.00056,-0.00056,0,13.249,1.182,184.97706,0.582,1313,,1.01,1.01,264.2735096,25.7311468,511.388
HAT-P-55 b,HAT-P-55,1,1,1,Transit,2015,3.5852313,0.04628,0.00074,-0.00072,0,14.841,1.324,189.42573,0.596,1367,,1.1,1.03,264.2735096,25.7311468,511.388
HAT-P-56 b,HAT-P-56,0,1,1,Transit,2015,2.7908327,0.0423,0.00039,-0.00039,0,16.432,1.466,692.8694,2.18,1840,,1.43,1.3,100.8480137,27.2521823,320.639
HAT-P-56 b,HAT-P-56,0,1,1,Transit,2015,2.7908327,0.04232,0.00038,-0.00041,0,16.432,1.466,603.877,1.9,,,1.43,1.3,100.8480137,27.2521823,320.639
HAT-P-57 b,HAT-P-57,0,3,1,Transit,2015,2.465295,0.0406,0.0011,-0.0011,0,15.838,1.413,587.9855,1.85,2200,A8 V,1.5,1.47,274.743418,10.5971968,279.86
HAT-P-58 b,HAT-P-58,1,1,1,Transit,2021,4.0138379,0.04994,0.00044,-0.00044,0,14.93,1.332,118.23217,0.372,1622,,1.53,1.03,68.8465093,56.8682691,515.59
HAT-P-59 b,HAT-P-59,1,1,1,Transit,2021,4.1419771,0.05064,0.00037,-0.00037,0,12.588,1.123,489.45575,1.54,1278,,1.1,1.01,292.4588212,62.5291892,265.471
HAT-P-6 b,HAT-P-6,0,1,1,Transit,2007,3.853003,0.05244,0.00092,-0.00092,0,15.637,1.395,337.85329,1.063,1704,,1.52,1.29,354.7740917,42.4659866,275.358
HAT-P-6 b,HAT-P-6,0,1,1,Transit,2007,3.853003,0.05239,0.0008,-0.00082,0,14.908,1.33,351.51998,1.106,,,1.46,1.29,354.7740917,42.4659866,275.358
HAT-P-6 b,HAT-P-6,0,1,1,Transit,2007,3.852985,0.05235,0.00087,-0.00087,0,14.908,1.33,335.932,1.057,,,1.46,1.29,354.7740917,42.4659866,275.358
HAT-P-6 b,HAT-P-6,0,1,1,Transit,2007,3.852985,0.05237,0.00085,-0.0009,0,14.908,1.33,336.58197,1.059,1675,,1.46,1.29,354.7740917,42.4659866,275.358
HAT-P-60 b,HAT-P-60,1,1,1,Transit,2021,4.7947813,0.06277,0.00017,-0.00017,0,18.282,1.631,182.43351,0.574,1772,,2.2,1.44,28.2825719,52.0539209,233.22
HAT-P-61 b,HAT-P-61,1,1,1,Transit,2021,1.90231289,0.0301,0.00034,-0.00034,0,10.077,0.899,335.94463,1.057,1505,,0.94,1,75.4801665,50.1311784,338.84
HAT-P-62 b,HAT-P-62,1,1,1,Transit,2021,2.6453235,0.03772,0.00024,-0.00024,0,12.027,1.073,241.86742,0.761,1512,,1.17,1.02,74.5043816,48.3008551,348.815
HAT-P-63 b,HAT-P-63,1,1,1,Transit,2021,3.377728,0.04294,0.00035,-0.00035,0,12.543,1.119,195.14664,0.614,1237,,0.97,0.93,269.5720695,5.7613709,403.458
HAT-P-64 b,HAT-P-64,1,1,1,Transit,2021,4.007232,0.05387,0.0003,-0.0003,0,19.089,1.703,184.34048,0.58,1766,,1.74,1.3,68.9743955,2.4312732,651.897
HAT-P-65 b,HAT-P-65,0,1,1,Transit,2016,2.6054552,0.03951,0.00054,-0.00054,0,21.185,1.89,167.49641,0.527,1930,G2,1.86,1.21,315.9054895,11.9893675,738.519
HAT-P-65 b,HAT-P-65,1,1,1,Transit,2016,2.60544751,0.04042,0.00057,-0.00055,0,18.058,1.611,176.07694,0.554,1818,,1.67,1.3,315.9054895,11.9893675,738.519
HAT-P-66 b,HAT-P-66,1,1,1,Transit,2016,2.972086,0.04363,0.00121,-0.00064,0,17.822,1.59,248.86089,0.783,1896,G0,1.88,1.25,150.5726262,53.9508237,935.456
HAT-P-67 b,HAT-P-67,1,2,1,Transit,2017,4.8101025,0.06505,0.00273,-0.00079,0,23.371,2.085,108.0622,0.34,1903,,2.55,1.64,256.6107279,44.7768849,371.686
HAT-P-68 b,HAT-P-68,1,1,1,Transit,2020,2.29840551,0.02996,0.00043,-0.00012,0,12.016,1.072,230.10892,0.724,1028,K,0.67,0.68,118.4831501,23.9382192,202.152
HAT-P-69 b,HAT-P-69,1,1,1,Transit,2019,4.7869491,0.06555,0.0007,-0.00035,0,18.786,1.676,1137.8314,3.58,1930,,1.93,1.65,130.5056385,3.7105662,341.263
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2.2047304,0.03805,0.00036,-0.00036,0,16.421,1.465,571.77617,1.799,2194,,1.96,1.51,292.24719,47.9695429,341.079
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2.204737,0.03813,0.00036,-0.00036,0,16.926,1.51,574.00098,1.806,,,2,1.51,292.24719,47.9695429,341.079
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2.2047354,0.0355,0.0045,-0.0021,0,15.906,1.419,566.05523,1.781,2200,,1.84,1.47,292.24719,47.9695429,341.079
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2.2047304,0.032,0.0033,-0.0013,0,15.278,1.363,564.442,1.776,,,,,292.24719,47.9695429,341.079
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2.204737,0.0377,0.0005,-0.0005,0,15.043,1.342,564.442,1.776,2733,,1.99,1.35,292.24719,47.9695429,341.079
HAT-P-7 b,HAT-P-7,0,2,1,Transit,2008,2.2047372,0.03676,0.00019,-0.00019,0,16.713,1.491,534.59006,1.682,2700,,1.84,1.47,292.24719,47.9695429,341.079
HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,2.74432452,0.04739,0.00031,-0.00106,0,20.961,1.87,2154.8874,6.78,2562,,1.86,1.89,74.5523332,9.9979794,330.739
HAT-P-8 b,HAT-P-8,0,3,1,Transit,2008,3.0763458,0.04496,0.00046,-0.00045,0,16.814,1.5,430.34182,1.354,,,1.58,1.28,343.0414932,35.4471778,211.553
HAT-P-8 b,HAT-P-8,0,3,1,Transit,2008,3.0763373,0.0449,0.0007,-0.0007,0,,,483.1016,1.52,,,,,343.0414932,35.4471778,211.553
HAT-P-8 b,HAT-P-8,0,3,1,Transit,2008,3.0763776,0.0487,0.0026,-0.0026,0,16.81,1.5,483.08,1.52,1700,,1.58,1.28,343.0414932,35.4471778,211.553
HAT-P-9 b,HAT-P-9,0,1,1,Transit,2008,3.92289,0.053,0.002,-0.002,0,15.69,1.4,247.9,0.78,1530,,1.32,1.28,110.1685157,37.1405946,455.203
HAT-P-9 b,HAT-P-9,0,1,1,Transit,2008,3.922814,0.0529,0.0014,-0.0014,0,15.468,1.38,247.27174,0.778,1540,,1.34,1.28,110.1685157,37.1405946,455.203
HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,3.92281072,0.05287,0.00078,-0.00078,0,15.614,1.393,238.05467,0.749,1540,,1.34,1.28,110.1685157,37.1405946,455.203
HAT-P-9 b,HAT-P-9,0,1,1,Transit,2008,3.922814,0.0529,0.0017,-0.0018,0,15.693,1.4,241.86863,0.761,,,1.32,1.28,110.1685157,37.1405946,455.203
HATS-1 b,HATS-1,1,1,1,Transit,2012,3.446459,0.0444,0.0008,-0.0008,0,14.594,1.302,589.55,1.855,1359,,1.04,0.99,175.5252399,-23.3548451,283.971
HATS-1 b,HATS-1,0,1,1,Transit,2012,3.446459,0.04446,0.0008,-0.00084,0,14.594,1.302,556.2025,1.75,,,1.04,0.99,175.5252399,-23.3548451,283.971
HATS-10 b,HATS-10,0,1,1,Transit,2015,3.312846,0.04493,0.00071,-0.00076,0,10.862,0.969,185.93055,0.585,,,1.1,1.1,294.3068385,-22.2044872,534.889
HATS-10 b,HATS-10,1,1,1,Transit,2015,3.312846,0.04491,0.00074,-0.00074,0,10.862,0.969,167.17858,0.526,1407,,1.1,1.1,294.3068385,-22.2044872,534.889
HATS-11 b,HATS-11,0,1,1,Transit,2016,3.6191613,0.04614,0.00093,-0.00093,0,16.926,1.51,270.1555,0.85,1637,G0,1.44,1,289.4007603,-22.3900092,944.603
HATS-12 b,HATS-12,0,1,1,Transit,2016,3.142833,0.04795,0.00077,-0.00077,0,15.132,1.35,756.4354,2.38,2097,F,2.21,1.49,289.202402,-19.3559227,746.138
HATS-13 b,HATS-13,1,1,1,Transit,2015,3.0440499,0.04057,0.00041,-0.00041,0,13.585,1.212,172.58169,0.543,1244,,0.89,0.96,316.9614798,-26.0967205,421.855
HATS-13 b,HATS-13,0,1,1,Transit,2015,3.0440499,0.04059,0.00041,-0.00042,0,13.585,1.212,188.15536,0.592,,,0.89,0.96,316.9614798,-26.0967205,421.855
HATS-14 b,HATS-14,0,1,1,Transit,2015,2.7667641,0.03815,0.00032,-0.00031,0,11.646,1.039,339.76027,1.069,,,0.93,0.97,313.2154754,-25.6873756,513.011
HATS-14 b,HATS-14,1,1,1,Transit,2015,2.7667641,0.03815,0.00032,-0.00032,0,11.646,1.039,340.39593,1.071,1276,,0.93,0.97,313.2154754,-25.6873756,513.011
HATS-15 b,HATS-15,1,1,1,Transit,2016,1.74748753,0.02712,0.00023,-0.00023,0,12.386,1.105,689.6911,2.17,1505,G9 V,0.92,0.87,311.0920041,-19.4375266,1139.55
HATS-16 b,HATS-16,1,1,1,Transit,2016,2.686502,0.03744,0.00045,-0.00045,0,14.572,1.3,1039.3041,3.27,1592,G3 V,1.24,0.97,358.5588439,-30.0130385,757.044
HATS-17 b,HATS-17,1,1,1,Transit,2016,16.254611,0.1308,0.0012,-0.0012,0,8.709,0.777,425.25654,1.338,814,G V,1.09,1.13,192.1895676,-47.6136789,400.331
HATS-18 b,HATS-18,0,1,1,Transit,2016,0.8378434,0.01761,0.00027,-0.00027,0,14.986,1.337,629.3034,1.98,2060,G V,1.02,1.04,173.9574203,-29.1560639,624.368
HATS-18 b,HATS-18,1,1,1,Transit,2016,0.83784,0.0174,0.00098,-0.00098,0,14.897,1.329,629.14449,1.9795,2069,,1.02,1.04,173.9574203,-29.1560639,624.368
HATS-2 b,HATS-2,1,1,1,Transit,2013,1.35413379,0.02317,0.00044,-0.00044,0,12.576,1.122,435.42492,1.37,1550,,0.88,0.9,176.7388264,-22.5630097,341.925
HATS-2 b,HATS-2,0,1,1,Transit,2013,1.354133,0.02298,0.00032,-0.00032,0,13.092,1.168,486.2799,1.53,,,0.9,0.88,176.7388264,-22.5630097,341.925
HATS-2 b,HATS-2,0,1,1,Transit,2013,1.354133,0.023,0.0003,-0.0003,0,13.092,1.168,427.463,1.345,1577,K,0.9,0.88,176.7388264,-22.5630097,341.925
HATS-22 b,HATS-22,1,1,1,Transit,2017,4.7228124,0.05025,0.00042,-0.00042,0,10.682,0.953,870.8542,2.74,858,K V,0.69,0.76,174.0098693,-29.5433642,229.518
HATS-23 b,HATS-23,1,1,1,Transit,2017,2.1605156,0.03397,0.00047,-0.00047,0,20.849,1.86,467.2101,1.47,1654,G V,1.2,1.12,286.36675,-50.0673496,639.004
HATS-24 b,HATS-24,0,1,1,Transit,2017,1.3484954,0.02547,0.00023,-0.00023,0,16.668,1.487,775.5052,2.44,2067,F V,1.17,1.21,268.8907069,-61.7474,494.182
HATS-24 b,HATS-24,1,1,1,Transit,2017,1.3484978,0.0238,0.001,-0.001,0,15.637,1.395,718.2958,2.26,2166,,1.12,1.07,268.8907069,-61.7474,494.182
HATS-25 b,HATS-25,1,1,1,Transit,2016,4.2986432,0.05163,0.0006,-0.0006,0,14.123,1.26,194.82979,0.613,1277,G,1.11,0.99,207.9076746,-23.7812403,471.158
HATS-26 b,HATS-26,1,1,1,Transit,2016,3.3023881,0.04735,0.00133,-0.00068,0,19.616,1.75,206.5895,0.65,1918,F,2.04,1.3,144.9268593,-28.5856004,861.843
HATS-27 b,HATS-27,1,1,1,Transit,2016,4.637038,0.0611,0.00068,-0.00068,0,16.814,1.5,168.4499,0.53,1659,F,1.74,1.42,193.5524603,-46.5877159,816.988
HATS-28 b,HATS-28,1,1,1,Transit,2016,3.1810781,0.04131,0.00053,-0.00053,0,13.384,1.194,213.58176,0.672,1253,G,0.92,0.93,284.3997616,-49.1385126,535.383
HATS-29 b,HATS-29,1,1,1,Transit,2016,4.6058749,0.05475,0.00088,-0.00088,0,14.022,1.251,207.54299,0.653,1212,G,1.07,1.03,285.0965172,-54.8933408,353.891
HATS-3 b,HATS-3,0,1,1,Transit,2013,3.547851,0.04852,0.00053,-0.00054,0,15.48,1.381,349.613,1.1,,,1.4,1.21,312.4574879,-24.4286938,411.211
HATS-3 b,HATS-3,0,1,1,Transit,2013,3.547851,0.0485,0.0004,-0.0006,0,15.48,1.381,340.39593,1.071,,,1.4,1.21,312.4574879,-24.4286938,411.211
HATS-3 b,HATS-3,1,1,1,Transit,2013,3.547851,0.0485,0.0004,-0.0006,0,15.48,1.381,340.382,1.071,1648,F,1.4,1.21,312.4574879,-24.4286938,411.211
HATS-30 b,HATS-30,1,2,1,Transit,2016,3.1743516,0.04354,0.00042,-0.00042,0,13.171,1.175,224.38798,0.706,1414,G,1.06,1.09,5.618525,-59.9425892,342.14
HATS-31 b,HATS-31,1,1,1,Transit,2016,3.37796,0.0478,0.0012,-0.0012,0,18.383,1.64,279.6904,0.88,1823,,1.87,1.27,191.7028214,-24.4273897,773.974
HATS-32 b,HATS-32,1,1,1,Transit,2016,2.8126548,0.04024,0.00053,-0.00053,0,14,1.249,292.4036,0.92,1437,,1.1,1.1,346.0750861,-21.2720168,745.116
HATS-33 b,HATS-33,1,1,1,Transit,2016,2.5495551,0.03727,0.00037,-0.00037,0,13.787,1.23,378.85336,1.192,1429,,1.02,1.06,294.6336944,-55.3302692,248.46
HATS-34 b,HATS-34,1,1,1,Transit,2016,2.1061607,0.03166,0.00034,-0.00034,0,16.029,1.43,299.07803,0.941,1445,,0.98,0.95,0.7744866,-62.4693167,508.842
HATS-35 b,HATS-35,1,1,1,Transit,2016,1.8209993,0.03199,0.00033,-0.00033,0,16.41,1.464,388.38826,1.222,2037,,1.43,1.32,296.688442,-63.5656488,514.555
HATS-36 b,HATS-36,0,1,1,Transit,2018,4.1752387,0.05425,0.00043,-0.00043,0,13.843,1.235,1022.14128,3.216,1356,G0 V,1.16,1.22,291.4787013,-23.2028183,856.436
HATS-37 A b,HATS-37 A,1,2,1,Transit,2020,4.3315366,0.04913,0.00033,-0.00023,0,6.793,0.606,31.46517,0.099,1085,,0.88,0.84,199.80183,-22.9868431,211.896
HATS-38 b,HATS-38,1,1,1,Transit,2020,4.375021,0.05036,0.0003,-0.00023,0,6.882,0.614,23.51942,0.074,1294,,1.1,0.89,154.2710615,-25.2762982,343.525
HATS-39 b,HATS-39,1,1,1,Transit,2018,4.5776348,0.06007,0.00058,-0.00058,0,17.598,1.57,200.2329,0.63,1645,,1.62,1.38,112.4192251,-29.9379163,878.521
HATS-4 b,HATS-4,0,1,1,Transit,2014,2.516729,0.03623,0.00024,-0.00025,0,11.433,1.02,416.03947,1.309,,,0.93,1,94.1120914,-22.5468824,416.459
HATS-4 b,HATS-4,1,1,1,Transit,2014,2.516729,0.0362,0.0002,-0.0002,0,11.433,1.02,420.471,1.323,1315,G,0.93,1,94.1120914,-22.5468824,416.459
HATS-40 b,HATS-40,1,1,1,Transit,2018,3.2642736,0.04997,0.00074,-0.00074,0,17.71,1.58,505.3497,1.59,2101,,2.26,1.56,100.5712467,-29.77678,1342.29
HATS-41 b,HATS-41,1,1,1,Transit,2018,4.193649,0.0583,0.0015,-0.001,0,14.908,1.33,3082.951,9.7,1710,,1.71,1.5,103.5173558,-27.0504156,737.668
HATS-42 b,HATS-42,1,1,1,Transit,2018,2.292102,0.03689,0.00065,-0.00065,0,15.693,1.4,597.5204,1.88,1856,,1.48,1.27,108.4523991,-33.4373462,800.377
HATS-43 b,HATS-43,1,1,1,Transit,2018,4.3888497,0.04944,0.00046,-0.00046,0,13.227,1.18,82.95363,0.261,1003,,0.81,0.84,80.5382418,-30.9708179,362.273
HATS-44 b,HATS-44,1,1,1,Transit,2018,2.7439004,0.03649,0.0003,-0.0003,0,11.96,1.067,177.9848,0.56,1161,,0.85,0.86,84.3267559,-27.9725758,446.035
HATS-45 b,HATS-45,1,1,1,Transit,2018,4.1876244,0.05511,0.00069,-0.00069,0,14.415,1.286,222.481,0.7,1518,,1.31,1.27,101.9942455,-21.9107112,772.11
HATS-46 b,HATS-46,1,1,1,Transit,2018,4.7423729,0.05367,0.00053,-0.00053,0,10.122,0.903,54.98459,0.173,1054,,0.85,0.92,6.7026401,-56.3161021,453.808
HATS-47 b,HATS-47,1,1,1,Transit,2020,3.9228038,0.04269,0.00033,-0.00025,0,12.52,1.117,117.27927,0.369,853,,0.66,0.67,287.4844021,-49.6649424,300.67
HATS-48 A b,HATS-48 A,1,2,1,Transit,2020,3.1316666,0.03769,0.00011,-0.00011,0,8.967,0.8,77.23269,0.243,955,,0.72,0.73,288.6720048,-59.5793505,263.609
HATS-49 b,HATS-49,1,1,1,Transit,2020,4.1480467,0.04515,0.00016,-0.00016,0,8.575,0.765,112.19399,0.353,835,,0.7,0.71,6.6135927,-56.3442798,324.413
HATS-5 b,HATS-5,0,1,1,Transit,2014,4.763387,0.05428,0.00056,-0.0006,0,10.223,0.912,75.64354,0.238,,,0.87,0.94,67.2228465,-21.4820568,246.384
HATS-5 b,HATS-5,1,1,1,Transit,2014,4.763387,0.0542,0.0006,-0.0006,0,10.223,0.912,75.323,0.237,1025,G,0.87,0.94,67.2228465,-21.4820568,246.384
HATS-50 b,HATS-50,1,1,1,Transit,2017,3.8297015,0.05046,0.0006,-0.0006,0,12.666,1.13,123.9537,0.39,,,1.12,1.17,300.4280761,-26.077564,756.742
HATS-51 b,HATS-51,1,1,1,Transit,2017,3.3488702,0.04639,0.00077,-0.00077,0,15.805,1.41,244.09344,0.768,1553,,1.44,1.19,102.8474248,-29.0586551,389.57
HATS-52 b,HATS-52,1,1,1,Transit,2017,1.36665436,0.02498,0.0004,-0.0004,0,15.491,1.382,711.9392,2.24,1834,,1.05,1.11,140.0875894,-31.2692116,555.134
HATS-53 b,HATS-53,1,1,1,Transit,2017,3.8537768,0.04753,0.00066,-0.00066,0,15.02,1.34,189.10885,0.595,1312,,1.1,0.96,176.628323,-33.8600764,585.77
HATS-54 b,HATS-54,1,1,1,Transit,2019,2.5441765,0.037,0.001,-0.001,0,11.377,1.015,239.32479,0.753,1429,G6 V,1.23,1.05,200.6348641,-44.6888393,748.585
HATS-54 b,HATS-54,0,1,1,Transit,2019,2.5441828,0.03763,0.00024,-0.00024,0,11.96,1.067,241.5508,0.76,1625,,1.32,1.1,200.6348641,-44.6888393,748.585
HATS-55 b,HATS-55,1,1,1,Transit,2019,4.2042001,0.05412,0.00014,-0.00018,0,14.022,1.251,292.72143,0.921,1367,,1.13,1.2,114.2833819,-32.7554188,609.838
HATS-56 b,HATS-56,1,1,1,Transit,2019,4.324799,0.06043,0.00022,-0.00022,0,18.921,1.688,191.33366,0.602,1902,,2.2,1.57,180.165072,-45.7994559,564.409
HATS-57 b,HATS-57,1,1,1,Transit,2019,2.350621,0.03493,0.00021,-0.0003,0,12.767,1.139,1000.21101,3.147,1413,,0.96,1.03,60.9482779,-19.0568182,279.485
HATS-58 A b,HATS-58 A,1,2,1,Transit,2019,4.2180896,0.05798,0.00057,-0.00057,0,12.274,1.095,327.3649,1.03,1721,,1.43,1.46,186.7873036,-48.9784105,403.591
HATS-59 b,HATS-59,1,1,2,Transit,2018,5.416081,0.06112,0.00076,-0.00076,0,12.621,1.126,256.17098,0.806,1128,,1.04,1.04,170.324325,-22.388177,642.884
HATS-59 c,HATS-59,1,1,2,Radial Velocity,2018,1422,2.504,0.035,-0.035,0,,,4036.441,12.7,176,,1.04,1.04,170.324325,-22.388177,642.884
HATS-6 b,HATS-6,1,1,1,Transit,2015,3.3252725,0.03623,0.00042,-0.00057,0,11.187,0.998,101.38777,0.319,713,M1 V,0.57,0.57,88.1468079,-19.0316268,169.318
HATS-60 b,HATS-60,1,1,1,Transit,2018,3.560829,0.04708,0.00015,-0.00023,0,12.924,1.153,210.40346,0.662,1528,,1.46,1.1,341.3640336,-14.9917747,486.474
HATS-61 b,HATS-61,1,1,1,Transit,2018,7.817953,0.07908,0.00033,-0.00033,0,13.395,1.195,1080.622,3.4,1226,,1.66,1.08,61.6578005,-25.3496674,679.761
HATS-62 b,HATS-62,1,1,1,Transit,2018,3.2768837,0.04163,0.00024,-0.00016,0,11.825,1.055,56.89157,0.179,1237,,0.93,0.9,312.4493079,-24.303506,523.067
HATS-63 b,HATS-63,1,1,1,Transit,2018,3.0566527,0.04026,0.00028,-0.00028,0,13.529,1.207,305.1168,0.96,1398,,1.07,0.93,67.418582,-28.1972149,623.232
HATS-64 b,HATS-64,1,1,1,Transit,2018,4.908897,0.06562,0.00039,-0.00039,0,18.82,1.679,305.1168,0.96,1793,,2.11,1.56,144.2876092,-29.800444,1080.15
HATS-65 b,HATS-65,1,2,1,Transit,2018,3.105161,0.04497,0.00033,-0.00033,0,16.825,1.501,260.93843,0.821,1634,,1.31,1.26,292.9397825,-26.7402021,493.32
HATS-66 b,HATS-66,1,1,1,Transit,2018,3.1414391,0.04714,0.00025,-0.00025,0,15.816,1.411,1694.0339,5.33,1998,,1.84,1.41,101.3948048,-33.8816918,1477.98
HATS-67 b,HATS-67,1,1,1,Transit,2018,1.6091788,0.03032,0.00015,-0.00015,0,18.887,1.685,460.8535,1.45,2193,,1.44,1.44,180.2087883,-46.1364201,960.109
HATS-68 b,HATS-68,1,1,1,Transit,2018,3.5862202,0.05071,0.00018,-0.00018,0,13.809,1.232,410.0007,1.29,1741,,1.75,1.35,15.006077,-58.9047242,603.955
HATS-69 b,HATS-69,1,1,1,Transit,2018,2.2252577,0.03211,0.00014,-0.00019,0,10.593,0.945,183.38791,0.577,1296,,0.88,0.89,289.2974275,-60.8917599,414.537
HATS-7 b,HATS-7,1,1,1,Transit,2015,3.185315,0.04012,0.00043,-0.00043,0,6.311,0.563,38.1396,0.12,1084,K2,0.81,0.85,208.8567465,-21.2078587,240.707
HATS-7 b,HATS-7,0,1,1,Transit,2015,3.185315,0.04012,0.00043,-0.00044,0,6.311,0.563,39.09309,0.123,,,0.81,0.85,208.8567465,-21.2078587,240.707
HATS-70 b,HATS-70,1,1,1,Transit,2019,1.8882378,0.03632,0.00074,-0.00087,0,15.513,1.384,4100.007,12.9,2730,,1.88,1.78,109.1045212,-31.2443947,1458.83
HATS-71 b,HATS-71,1,1,1,Transit,2020,3.7955202,0.03745,0.00015,-0.00015,0,11.478,1.024,117.5971,0.37,587,M3 V,0.48,0.49,15.5518893,-61.7561333,140.225
HATS-72 b,HATS-72,1,1,1,Transit,2020,7.3279474,0.066517,0.000085,-0.000085,0,8.097,0.722,39.85588,0.1254,739,,0.72,0.73,339.0258401,-17.0003046,127.589
HATS-74 A b,HATS-74 A,1,2,1,Transit,2021,1.73185606,0.02384,0.00011,-0.00011,0,11.568,1.032,464.02947,1.46,895,,0.58,0.6,171.0147921,-19.5569588,299.389
HATS-75 b,HATS-75,1,1,1,Transit,2021,2.7886556,0.032742,0.000134,-0.000099,0,9.909,0.884,156.05375,0.491,772,,0.58,0.6,60.9493919,-25.4089214,194.964
HATS-76 b,HATS-76,1,1,1,Transit,2021,1.9416423,0.02658,0.00021,-0.00029,0,12.094,1.079,835.57088,2.629,940,,0.63,0.66,70.3397665,-32.3204175,385.689
HATS-77 b,HATS-77,1,1,1,Transit,2021,3.0876262,0.03607,0.00025,-0.00025,0,13.058,1.165,436.69623,1.374,828,,0.64,0.66,149.8236672,-27.3928174,436.176
HATS-8 b,HATS-8,0,1,1,Transit,2015,3.583893,0.04668,0.00053,-0.00057,0,9.785,0.873,46.08535,0.145,,,1.09,1.06,294.9416887,-25.7483655,794.637
HATS-8 b,HATS-8,1,1,1,Transit,2015,3.583893,0.04667,0.00055,-0.00055,0,9.785,0.873,43.86054,0.138,1324,,1.09,1.06,294.9416887,-25.7483655,794.637
HATS-9 b,HATS-9,0,1,1,Transit,2015,1.9153073,0.03048,0.00038,-0.00038,0,11.938,1.065,266.02371,0.837,1823,,1.5,1.03,290.8101704,-20.1663771,638.7
HATS-9 b,HATS-9,0,1,1,Transit,2015,1.9153073,0.03048,0.00038,-0.00037,0,11.938,1.065,261.57409,0.823,,,1.5,1.03,290.8101704,-20.1663771,638.7
HD 100655 b,HD 100655,0,2,1,Radial Velocity,2011,157.57,0.76,0.02,-0.04,0,,,540.3,1.7,,G9 III,9.3,2.4,173.7653631,20.441541,137.178
HD 100655 b,HD 100655,1,2,1,Radial Velocity,2011,157.57001,0.68,0.04,-0.04,0,,,511.7063,1.61,,,10.06,2.28,173.7653631,20.441541,137.178
HD 100777 b,HD 100777,0,1,1,Radial Velocity,2007,383.70001,1.03,0.03,-0.03,0,,,327.3649,1.03,,,1.04,0.83,173.9646303,-4.7555425,49.5336
HD 100777 b,HD 100777,1,1,1,Radial Velocity,2007,383,1.06,0.02,-0.01,0,,,390.92894,1.23,,G8 V,,1.08,173.9646303,-4.7555425,49.5336
HD 100777 b,HD 100777,0,1,1,Radial Velocity,2007,383.7,1.03,0.03,-0.03,0,,,368.67,1.16,,,,1.01,173.9646303,-4.7555425,49.5336
HD 10180 c,HD 10180,1,1,6,Radial Velocity,2010,5.75969,0.06412,0.00101,-0.00101,0,,,13.22173,0.0416,,,1.11,1.06,24.4731133,-60.5114881,38.9607
HD 10180 c,HD 10180,0,1,6,Radial Velocity,2010,5.75979,0.0641,0.001,-0.001,0,,,13.1,0.04122,,G1 V,,1.06,24.4731133,-60.5114881,38.9607
