pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,st_spectype,st_rad,st_mass,ra,dec,sy_dist
Gl 378 b,Gl 378,1,1,1,Radial Velocity,2019,3.822,0.039435,0.00023,-0.00023,0,,,13.02,0.04097,830,M1,0.56,0.56,150.5865513,48.0824515,14.9545
Gl 49 b,Gl 49,1,2,1,Radial Velocity,2019,13.8508,0.0905,0.0011,-0.0011,0,,,5.63,0.01771,,M1.5 V,0.51,0.52,15.6687321,62.3454386,9.8528
Gl 686 b,Gl 686,0,1,1,Radial Velocity,2018,15.5314,0.0917,0.0024,-0.0023,0,,,6.64,0.02089,,M1.0 V,0.43,0.43,264.4764878,18.5959509,8.15728
Gl 686 b,Gl 686,0,1,1,Radial Velocity,2018,15.53209,0.091,0.004,-0.004,0,,,7.1,0.02234,379,M1,0.42,0.42,264.4764878,18.5959509,8.15728
Gl 686 b,Gl 686,1,1,1,Radial Velocity,2018,15.53,0.091,0.001,-0.001,0,,,6.624,0.02084,,,0.43,0.43,264.4764878,18.5959509,8.15728
Gliese 12 b,Gliese 12,0,1,1,Transit,2024,12.76142,0.067,0.0005,-0.0006,0,0.9,0.08,10,0.03146,315,M4 V,0.27,0.24,3.9579137,13.5576175,12.21
Gliese 12 b,Gliese 12,1,1,1,Transit,2024,12.761408,0.0668,0.0024,-0.0024,0,0.958,0.085,3.87,0.01218,315,M3.0 V,0.26,0.24,3.9579137,13.5576175,12.21
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,4.4652934,0.05535,0.00071,-0.00071,0,13.641,1.217,166.54292,0.524,1291,,1.11,1.13,344.4453632,38.674919,158.979
HAT-P-1 b,HAT-P-1,1,2,1,Transit,2006,4.46529976,0.05561,0.00082,-0.00083,0,14.785,1.319,166.86075,0.525,1322,,1.17,1.15,344.4453632,38.674919,158.979
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,4.46529976,0.0553,0.0012,-0.0013,0,13.922,1.242,166.86075,0.525,,,1.14,1.13,344.4453632,38.674919,158.979
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,4.4652934,0.0551,0.0015,-0.0015,0,,,169.72122,0.534,,G0 V,1.15,1.12,344.4453632,38.674919,158.979
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,4.46529,0.0551,0.0015,-0.0015,0,15.244,1.36,168.4499,0.53,,,1.15,1.12,344.4453632,38.674919,158.979
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,4.4652968,0.05561,0.00083,-0.00083,0,14.785,1.319,168.13207,0.529,1322,,,,344.4453632,38.674919,158.979
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,4.46543,0.0553,0.0012,-0.0013,0,13.922,1.242,169.08556,0.532,1306,,1.14,1.13,344.4453632,38.674919,158.979
HAT-P-11 b,HAT-P-11,0,1,2,Transit,2008,4.88781501,0.05259,0.00062,-0.00062,0,4.45,0.397,26.69772,0.084,838,,0.69,0.81,297.7101763,48.0818635,37.7647
HAT-P-11 b,HAT-P-11,0,1,2,Transit,2008,4.8878162,0.053,0.0002,-0.0008,0,4.73,0.422,25.743,0.081,878,K4,0.75,0.81,297.7101763,48.0818635,37.7647
HAT-P-11 b,HAT-P-11,1,1,2,Transit,2008,4.88780244,0.05254,0.00064,-0.00066,0,4.36,0.389,23.4,0.07362,,,0.68,0.81,297.7101763,48.0818635,37.7647
HAT-P-11 c,HAT-P-11,1,1,2,Radial Velocity,2018,3407,4.13,0.29,-0.16,0,,,507,1.59519,,,0.68,0.81,297.7101763,48.0818635,37.7647
HAT-P-12 b,HAT-P-12,0,1,1,Transit,2009,3.2130589,0.03837,0.00035,-0.00035,0,,,66.10864,0.208,,K4,0.7,0.73,209.3886452,43.49331,142.751
HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,3.2130598,0.0384,0.0003,-0.0003,0,10.749,0.959,67.059,0.211,963,K4,0.7,0.73,209.3886452,43.49331,142.751
HAT-P-12 b,HAT-P-12,0,1,1,Transit,2009,3.21305929,0.03838,0.00031,-0.00033,0,10.749,0.959,66.23577,0.2084,,,0.7,0.73,209.3886452,43.49331,142.751
HAT-P-12 b,HAT-P-12,0,1,1,Transit,2009,3.21305992,0.03767,0.00063,-0.00063,0,10.301,0.919,63.88383,0.201,955,,0.68,0.69,209.3886452,43.49331,142.751
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2009,2.9162383,0.04383,0.00068,-0.00068,0,16.668,1.487,285.72917,0.899,,,1.76,1.32,129.8823772,47.3519076,246.81
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2009,2.91626,0.0427,0.0006,-0.0012,0,14.359,1.271,271.098,0.853,1653,G4,1.56,1.22,129.8823772,47.3519076,246.81
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2009,2.9162383,0.0427,0.00058,-0.0012,0,14.359,1.281,280.64389,0.883,,,1.56,1.22,129.8823772,47.3519076,246.81
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2009,2.9162382,0.0431,0.0012,-0.0012,0,16.668,1.487,287.95398,0.906,1740,,,,129.8823772,47.3519076,246.81
HAT-P-13 c,HAT-P-13,0,1,2,Radial Velocity,2009,445.82,1.258,0.02,-0.02,0,,,4643.3,14.61,,,,1.32,129.8823772,47.3519076,246.81
HAT-P-13 c,HAT-P-13,0,1,2,Radial Velocity,2009,428.5,1.188,0.018,-0.033,0,,,4830.8,15.2,340,G4,1.56,1.22,129.8823772,47.3519076,246.81
HAT-P-14 b,HAT-P-14,0,2,1,Transit,2010,4.627682,0.06062,0.00065,-0.00067,0,12.89,1.15,731.96249,2.303,,,1.47,1.39,260.1161719,38.2421682,222.663
HAT-P-14 b,HAT-P-14,0,2,1,Transit,2010,4.627649,0.0596,0.0005,-0.0005,0,13.451,1.2,724.6524,2.28,1612,F5 V,1.53,1.32,260.1161719,38.2421682,222.663
HAT-P-14 b,HAT-P-14,0,2,1,Transit,2010,4.627669,0.0606,0.0007,-0.0007,0,12.89,1.15,709.367,2.232,1570,F,1.47,1.39,260.1161719,38.2421682,222.663
HAT-P-14 b,HAT-P-14,0,2,1,Transit,2010,4.6276691,0.06108,0.00078,-0.00078,0,13.664,1.219,721.79193,2.271,1624,,1.59,1.42,260.1161719,38.2421682,222.663
HAT-P-15 b,HAT-P-15,0,1,1,Transit,2010,10.863502,0.0964,0.0014,-0.0014,0,12.016,1.072,618.471,1.946,904,G5,1.08,1.01,66.248142,39.460602,192.516
HAT-P-15 b,HAT-P-15,0,1,1,Transit,2010,10.863502,0.0965,0.0013,-0.0014,0,12.016,1.072,619.45067,1.949,,,1.08,1.01,66.248142,39.460602,192.516
HAT-P-16 b,HAT-P-16,0,3,1,Transit,2010,2.7759712,0.04134,0.00044,-0.00045,0,14.448,1.289,1341.56043,4.221,,,1.24,1.22,9.5730343,42.4630961,226.637
HAT-P-16 b,HAT-P-16,1,3,1,Transit,2010,2.77596,0.0413,0.0004,-0.0004,0,14.448,1.289,1332.605,4.193,1626,F8,1.24,1.22,9.5730343,42.4630961,226.637
HAT-P-16 b,HAT-P-16,0,3,1,Transit,2010,2.77597024,0.0413,0.00047,-0.00047,0,13.339,1.19,1331.38987,4.189,1571,,,,9.5730343,42.4630961,226.637
HAT-P-17 b,HAT-P-17,0,1,2,Transit,2010,10.338523,0.0882,0.0013,-0.0014,0,11.321,1.01,170.67471,0.537,,,0.84,0.86,324.5359781,30.4881882,92.3831
HAT-P-17 b,HAT-P-17,0,1,2,Transit,2010,10.338523,0.0882,0.0014,-0.0014,0,11.321,1.01,169.71,0.534,792,K,0.84,0.86,324.5359781,30.4881882,92.3831
HAT-P-17 c,HAT-P-17,0,1,2,Radial Velocity,2010,3972,4.67,0.14,-0.14,0,,,915.3504,2.88,,,0.84,0.86,324.5359781,30.4881882,92.3831
HAT-P-17 c,HAT-P-17,0,1,2,Radial Velocity,2010,1610,2.555,0.041,-0.041,0,,,416.34,1.31,,K,0.84,0.86,324.5359781,30.4881882,92.3831
HAT-P-17 c,HAT-P-17,1,1,2,Radial Velocity,2010,5584,5.6,3.5,-1.4,0,,,1080.6,3.4,,,0.84,0.92,324.5359781,30.4881882,92.3831
HAT-P-18 b,HAT-P-18,0,1,1,Transit,2010,5.508023,0.05596,0.00074,-0.00074,0,11.153,0.995,63.566,0.2,,,0.75,0.77,256.346376,33.0123251,161.4
HAT-P-18 b,HAT-P-18,1,1,1,Transit,2010,5.508023,0.0559,0.0007,-0.0007,0,11.153,0.995,62.61,0.197,852,K2,0.75,0.77,256.346376,33.0123251,161.4
HAT-P-18 b,HAT-P-18,0,1,1,Transit,2010,5.507978,0.0559,0.0007,-0.0007,0,10.615,0.947,62.29468,0.196,841,,0.72,0.77,256.346376,33.0123251,161.4
HAT-P-19 b,HAT-P-19,0,1,1,Transit,2010,4.008778,0.04664,0.00076,-0.00078,0,12.689,1.132,90.26372,0.284,,,0.82,0.84,9.5165832,34.7114025,202.078
HAT-P-19 b,HAT-P-19,1,1,1,Transit,2010,4.00878322,0.04599,0.00063,-0.00058,0,11.299,1.008,88.03847,0.277,981,,0.77,0.81,9.5165832,34.7114025,202.078
HAT-P-19 b,HAT-P-19,0,1,1,Transit,2010,4.008778,0.0466,0.0008,-0.0008,0,12.689,1.132,92.802,0.292,1010,K1,0.82,0.84,9.5165832,34.7114025,202.078
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.6334754,0.0688,0.00065,-0.0007,0,12.969,1.157,2765.121,8.7,,,1.64,1.36,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.63341,0.0677,0.0014,-0.0014,0,11.007,0.982,2873.1832,9.04,,F8,1.47,1.3,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,1,1,2,Transit,2007,5.6335158,0.06814,0.00051,-0.00051,0,,,2739.6946,8.62,,F8,1.39,1.33,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.63341,0.0677,0.0011,-0.0017,0,10.66,0.951,2739.6946,8.62,,,1.42,1.3,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.63332,0.0679,0.0015,-0.0014,0,11.243,1.003,2771.4776,8.72,1398,,1.51,1.31,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.6334729,0.0674,0.00081,-0.00081,0,13.339,1.19,2777.8342,8.74,1516,,1.68,1.28,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.6334729,0.06878,0.00068,-0.00068,0,12.969,1.157,2888.95,9.09,1540,,1.64,1.36,245.1514324,41.0479601,127.774
HAT-P-2 b,HAT-P-2,0,1,2,Transit,2007,5.6,0.068,,,0,12.3,1.1,2828.6,8.9,1700,F8 V,,,245.1514324,41.0479601,127.774
HAT-P-20 b,HAT-P-20,1,1,1,Transit,2010,2.875317,0.0361,0.0005,-0.0005,0,9.718,0.867,2302.899,7.246,970,K3,0.69,0.76,111.9164295,24.3361185,71.0374
HAT-P-20 b,HAT-P-20,0,1,1,Transit,2010,2.87531694,0.03593,0.00029,-0.00029,0,11.489,1.025,2294.7326,7.22,964,,0.68,0.74,111.9164295,24.3361185,71.0374
HAT-P-20 b,HAT-P-20,0,1,1,Transit,2010,2.9,0.036,,,0,9.75,0.87,2320.1,7.3,950,K3 V,,,111.9164295,24.3361185,71.0374
HAT-P-20 b,HAT-P-20,0,1,1,Transit,2010,2.8753186,0.03617,0.00043,-0.00045,0,9.718,0.867,2310.6241,7.27,,,0.69,0.76,111.9164295,24.3361185,71.0374
HAT-P-21 b,HAT-P-21,0,1,1,Transit,2010,4.124481,0.0495,0.00072,-0.00075,0,11.478,1.024,1261.7851,3.97,,,1.1,0.95,171.2749348,41.0280207,277.278
HAT-P-21 b,HAT-P-21,0,1,1,Transit,2010,4.124481,0.0494,0.0007,-0.0007,0,11.478,1.024,1291.289,4.063,1283,G3,1.1,0.95,171.2749348,41.0280207,277.278
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,3.21222,0.04142,0.00053,-0.00054,0,12.106,1.08,690.32676,2.172,,,1.04,0.92,155.6814593,50.1287115,81.7647
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,3.21222,0.0414,0.0005,-0.0005,0,12.106,1.08,682.352,2.147,1283,G5,1.04,0.92,155.6814593,50.1287115,81.7647
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,3.2122312,0.0414,0.0005,-0.0005,0,12.106,1.08,682.69884,2.148,1463,,,,155.6814593,50.1287115,81.7647
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,3.21223328,0.04171,0.00065,-0.00065,0,11.882,1.06,696.68336,2.192,1293,G5 V,1.06,0.94,155.6814593,50.1287115,81.7647
HAT-P-23 b,HAT-P-23,1,1,1,Transit,2010,1.212884,0.0232,0.0002,-0.0002,0,15.334,1.368,664.237,2.09,2056,G0,1.2,1.13,306.1239076,16.7621462,364.813
HAT-P-23 b,HAT-P-23,0,1,1,Transit,2010,1.21288287,0.02302,0.00032,-0.00032,0,13.72,1.224,658,2.07,1951,,1.09,1.1,306.1239076,16.7621462,364.813
HAT-P-23 b,HAT-P-23,0,1,1,Transit,2010,1.21288287,0.0232,0.00024,-0.00024,0,15.334,1.368,626.1251,1.97,,,1.2,1.13,306.1239076,16.7621462,364.813
HAT-P-24 b,HAT-P-24,0,2,1,Transit,2010,3.3552479,0.04651,0.00055,-0.00056,0,13.922,1.242,229.79109,0.723,,,1.32,1.19,108.8251171,14.2626064,415.344
HAT-P-24 b,HAT-P-24,0,2,1,Transit,2010,3.35524,0.0465,0.0006,-0.0006,0,13.922,1.242,217.704,0.685,1637,F8,1.32,1.19,108.8251171,14.2626064,415.344
HAT-P-24 b,HAT-P-24,0,2,1,Transit,2010,3.3552464,0.0465,0.0006,-0.0006,0,14.751,1.316,217.71355,0.685,,,1.32,1.19,108.8251171,14.2626064,415.344
HAT-P-25 b,HAT-P-25,0,1,1,Transit,2010,3.652836,0.0466,0.0005,-0.0005,0,13.339,1.19,180.202,0.567,1202,G5,0.96,1.01,48.4354731,25.1973548,300.384
HAT-P-25 b,HAT-P-25,1,1,1,Transit,2010,3.65281514,0.0466,0.00081,-0.0008,0,12.722,1.135,180.84527,0.569,1182,,0.92,1.01,48.4354731,25.1973548,300.384
HAT-P-25 b,HAT-P-25,0,1,1,Transit,2010,3.652836,0.04659,0.00049,-0.0005,0,13.339,1.19,180.20961,0.567,,,0.96,1.01,48.4354731,25.1973548,300.384
HAT-P-26 b,HAT-P-26,0,1,1,Transit,2010,4.234516,0.0479,0.0006,-0.0006,0,6.333,0.565,18.751,0.059,1001,K1,0.79,0.82,213.1565508,4.0594175,141.837
HAT-P-27 b,HAT-P-27,0,2,1,Transit,2011,3.0395824,0.03998,0.00084,-0.00091,0,11.433,1.02,195.78328,0.616,,,0.87,0.92,222.7673221,5.9473626,199.173
HAT-P-27 b,HAT-P-27,1,2,1,Transit,2011,3.039577,0.04,0.0008,-0.0008,0,11.43,1.02,197.05,0.62,,,0.86,0.92,222.7673221,5.9473626,199.173
HAT-P-27 b,HAT-P-27,0,2,1,Transit,2011,3.039586,0.0403,0.0005,-0.0005,0,11.635,1.038,209.759,0.66,,G8,0.9,0.94,222.7673221,5.9473626,199.173
HAT-P-28 b,HAT-P-28,0,1,1,Transit,2011,3.257215,0.04337,0.00066,-0.0007,0,13.585,1.212,202.45771,0.637,,,1.1,1.02,13.0009159,34.728402,401.319
HAT-P-28 b,HAT-P-28,1,1,1,Transit,2011,3.257215,0.0434,0.0007,-0.0007,0,13.585,1.212,198.953,0.626,1384,G3,1.1,1.02,13.0009159,34.728402,401.319
HAT-P-29 b,HAT-P-29,0,2,1,Transit,2011,5.72339,0.0665,0.0011,-0.0011,0,11.926,1.064,243.77561,0.767,1271,,1.24,1.2,33.1310921,51.7787754,313.576
HAT-P-29 b,HAT-P-29,0,2,1,Transit,2011,5.723186,0.0667,0.0008,-0.0008,0,12.408,1.107,247.261,0.778,1260,F8,1.22,1.21,33.1310921,51.7787754,313.576
HAT-P-29 b,HAT-P-29,0,2,1,Transit,2011,5.72339,0.06669,0.00084,-0.00086,0,12.408,1.107,214.85308,0.676,,,1.22,1.21,33.1310921,51.7787754,313.576
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.89973838,0.03878,0.00065,-0.00065,0,10.211,0.911,189.10885,0.595,1170,,0.85,0.93,206.0940142,48.028565,134.554
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.899736,0.03842,0.0008,-0.0008,0,10.615,0.947,185.61272,0.584,1189,,0.87,0.9,206.0940142,48.028565,134.554
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.899736,0.03871,0.00042,-0.00042,0,,,187.83753,0.591,,K,0.8,0.92,206.0940142,48.028565,134.554
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.899703,0.03882,0.0006,-0.00077,0,10.077,0.899,189.42668,0.596,1127,,0.83,0.93,206.0940142,48.028565,134.554
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.899736,0.03866,0.00041,-0.00041,0,9.27,0.827,187.83,0.591,,,0.8,0.92,206.0940142,48.028565,134.554
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.899736,0.03899,0.00062,-0.00065,0,10.077,0.899,193.55847,0.609,,,0.83,0.93,206.0940142,48.028565,134.554
HAT-P-3 b,HAT-P-3,0,2,1,Transit,2007,2.899703,0.03894,0.0007,-0.0007,0,9.976,0.89,190.38017,0.599,,K,0.82,0.94,206.0940142,48.028565,134.554
HAT-P-30 b,HAT-P-30,0,2,1,Transit,2011,2.810595,0.0419,0.00046,-0.00046,0,15.02,1.34,237.10118,0.746,,,1.22,1.24,123.9498431,5.8368669,213.985
HAT-P-30 b,HAT-P-30,0,2,1,Transit,2011,2.8106084,0.0419,0.00046,-0.00046,0,16.466,1.469,232.96939,0.733,,,1.33,,123.9498431,5.8368669,213.985
HAT-P-30 b,HAT-P-30,0,2,1,Transit,2011,2.810595,0.0419,0.0005,-0.0005,0,15.02,1.34,225.968,0.711,1630,,1.22,1.24,123.9498431,5.8368669,213.985
HAT-P-31 b,HAT-P-31,0,1,1,Transit,2011,5.005425,0.061,0.0013,-0.0011,0,11.994,1.07,682.38101,2.147,,,1.36,1.22,271.5376722,26.4266061,344.05
HAT-P-31 b,HAT-P-31,0,1,1,Transit,2011,5.005425,0.055,0.015,-0.015,0,11.99,1.07,689.98,2.171,1450,,1.36,1.22,271.5376722,26.4266061,344.05
HAT-P-32 b,HAT-P-32,0,2,1,Transit,2011,2.150008,0.0343,0.0004,-0.0004,0,20.053,1.789,273.322,0.86,1786,,1.22,1.16,31.0427614,46.6878512,289.205
HAT-P-32 b,HAT-P-32,0,2,1,Transit,2011,2.15000825,0.03427,0.0004,-0.00042,0,20.053,1.789,238.3725,0.75,,,1.22,1.16,31.0427614,46.6878512,289.205
HAT-P-32 b,HAT-P-32,1,2,1,Transit,2011,2.1500082,0.03397,0.00051,-0.0005,0,22.194,1.98,216.1244,0.68,1836,,1.37,1.13,31.0427614,46.6878512,289.205
HAT-P-33 b,HAT-P-33,0,2,1,Transit,2011,3.474474,0.0499,0.0005,-0.0005,0,18.898,1.686,242.176,0.762,1782,,1.64,1.38,113.1842383,33.8350214,396.11
HAT-P-33 b,HAT-P-33,0,2,1,Transit,2011,3.474474,0.04995,0.00048,-0.00049,0,18.898,1.686,209.7678,0.66,,,1.64,1.38,113.1842383,33.8350214,396.11
HAT-P-34 b,HAT-P-34,1,1,1,Transit,2011,5.452654,0.06774,0.00074,-0.00076,0,13.417,1.197,1058.3739,3.33,,,1.53,1.39,303.1954355,18.1047776,249.325
HAT-P-34 b,HAT-P-34,0,1,1,Transit,2011,5.452654,0.0677,0.0008,-0.0008,0,13.417,1.197,1057.694,3.328,1520,,1.53,1.39,303.1954355,18.1047776,249.325
HAT-P-35 b,HAT-P-35,0,3,1,Transit,2011,3.646706,0.0498,0.0006,-0.0006,0,14.93,1.332,334.979,1.054,1581,,1.44,1.24,123.250703,4.7870288,506.965
HAT-P-35 b,HAT-P-35,1,3,1,Transit,2011,3.646706,0.04978,0.00064,-0.00066,0,14.93,1.332,335.62848,1.056,,,1.44,1.24,123.250703,4.7870288,506.965
HAT-P-36 b,HAT-P-36,0,1,1,Transit,2011,1.327347,0.02382,0.00038,-0.00039,0,14.168,1.264,587.9855,1.85,,,1.1,1.02,188.2662048,44.9153672,294.419
HAT-P-36 b,HAT-P-36,0,1,1,Transit,2011,1.32734683,0.02388,0.00032,-0.00032,0,14.617,1.304,588.62116,1.852,1788,G5 V,1.04,1.03,188.2662048,44.9153672,294.419
HAT-P-36 b,HAT-P-36,1,1,1,Transit,2011,1.32734683,0.0241,0.00047,-0.00047,0,14.314,1.277,587.41341,1.8482,1781,,1.04,1.03,188.2662048,44.9153672,294.419
HAT-P-36 b,HAT-P-36,0,1,1,Transit,2011,1.327347,0.0238,0.0004,-0.0004,0,14.168,1.264,582.24,1.832,1823,,1.1,1.02,188.2662048,44.9153672,294.419
HAT-P-36 b,HAT-P-36,0,1,1,Transit,2011,1.3273466,0.02402,0.00036,-0.00035,0,15.211,1.357,611.82275,1.925,1820,,1.11,1.05,188.2662048,44.9153672,294.419
HAT-P-37 b,HAT-P-37,0,1,1,Transit,2011,2.7974471,0.03791,0.00059,-0.00059,0,13.798,1.231,378.2177,1.19,,,0.89,,284.2960393,51.2691212,390.594
HAT-P-37 b,HAT-P-37,0,1,1,Transit,2011,2.797436,0.03793,0.00056,-0.00058,0,13.204,1.178,381.396,1.2,,,0.88,0.93,284.2960393,51.2691212,390.594
HAT-P-37 b,HAT-P-37,1,1,1,Transit,2011,2.797436,0.0379,0.0006,-0.0006,0,13.204,1.178,371.528,1.169,1271,,0.88,0.93,284.2960393,51.2691212,390.594
HAT-P-38 b,HAT-P-38,0,1,1,Transit,2012,4.640382,0.05231,0.00085,-0.00089,0,9.247,0.825,84.86061,0.267,,,0.92,0.89,35.3834942,32.2460441,255.206
HAT-P-38 b,HAT-P-38,1,1,1,Transit,2012,4.640382,0.0523,0.0009,-0.0009,0,9.247,0.825,84.857,0.267,1082,,0.92,0.89,35.3834942,32.2460441,255.206
HAT-P-39 b,HAT-P-39,0,2,1,Transit,2012,3.54387,0.05095,0.00062,-0.00063,0,17.609,1.571,180.84527,0.569,,,1.62,1.4,113.7582526,17.8300283,697.004
HAT-P-39 b,HAT-P-39,1,2,1,Transit,2012,3.54387,0.0509,0.0006,-0.0006,0,17.609,1.571,190.372,0.599,1752,,1.62,1.4,113.7582526,17.8300283,697.004
HAT-P-4 b,HAT-P-4,0,2,1,Transit,2007,3.0565195,0.04465,0.00141,-0.00082,0,14.986,1.337,216.1244,0.68,1691,,1.6,1.27,229.99122,36.229545,320.451
HAT-P-4 b,HAT-P-4,0,2,1,Transit,2007,3.056536,0.0446,0.0012,-0.0012,0,14.235,1.27,216.1244,0.68,,G1 V,1.59,1.26,229.99122,36.229545,320.451
HAT-P-4 b,HAT-P-4,1,2,1,Transit,2007,3.056536,0.04438,0.00081,-0.0015,0,14.28,1.274,213.255,0.671,1686,,,,229.99122,36.229545,320.451
HAT-P-4 b,HAT-P-4,0,2,1,Transit,2007,3.056328,0.0445,0.0012,-0.0012,0,,,208.17865,0.655,,F,1.59,1.26,229.99122,36.229545,320.451
HAT-P-4 b,HAT-P-4,0,2,1,Transit,2007,3.0565254,0.04449,0.00083,-0.0012,0,14.28,1.274,206.90733,0.651,,,1.6,1.25,229.99122,36.229545,320.451
HAT-P-40 b,HAT-P-40,0,1,1,Transit,2012,4.457243,0.0608,0.0006,-0.0015,0,19.392,1.73,195.457,0.615,1770,,2.21,1.51,335.5129199,45.4573423,464.469
HAT-P-40 b,HAT-P-40,0,1,1,Transit,2012,4.457243,0.06076,0.00062,-0.0015,0,19.392,1.73,184.65923,0.581,,,2.21,1.51,335.5129199,45.4573423,464.469
HAT-P-41 b,HAT-P-41,0,2,1,Transit,2012,2.694047,0.04258,0.00047,-0.00048,0,18.887,1.685,252.67485,0.795,,,1.68,1.42,297.3226523,4.6724124,348.185
HAT-P-41 b,HAT-P-41,0,2,1,Transit,2012,2.694047,0.0426,0.0005,-0.0005,0,18.887,1.685,254.253,0.8,1941,,1.68,1.42,297.3226523,4.6724124,348.185
HAT-P-42 b,HAT-P-42,1,1,1,Transit,2012,4.641878,0.0575,0.0011,-0.0011,0,14.348,1.28,331.801,1.044,1428,,1.53,1.18,135.3443583,6.0970828,405.238
HAT-P-42 b,HAT-P-42,0,1,1,Transit,2012,4.641878,0.0575,0.0011,-0.0011,0,14.348,1.28,279.6904,0.88,,,1.53,1.18,135.3443583,6.0970828,405.238
HAT-P-43 b,HAT-P-43,0,1,1,Transit,2012,3.332687,0.0443,0.0004,-0.0006,0,14.359,1.281,210.395,0.662,1361,,1.1,1.05,128.9256885,10.2065866,528.825
HAT-P-43 b,HAT-P-43,0,1,1,Transit,2012,3.332687,0.04445,0.00045,-0.00053,0,14.359,1.281,232.0159,0.73,,,1.1,1.05,128.9256885,10.2065866,528.825
HAT-P-44 b,HAT-P-44,1,1,2,Transit,2014,4.301219,0.0507,0.0007,-0.0007,0,13.922,1.242,111.871,0.352,1108,,0.95,0.94,213.1438604,47.0147826,347.85
HAT-P-44 c,HAT-P-44,1,1,2,Radial Velocity,2014,872.2,1.752,0.025,-0.025,0,,,1271.3,4,,,0.95,0.94,213.1438604,47.0147826,347.85
HAT-P-45 b,HAT-P-45,1,1,1,Transit,2014,3.128992,0.0452,0.0007,-0.0007,0,15.984,1.426,283.492,0.892,1652,,1.32,1.26,274.3732697,-3.3810594,298.64
HAT-P-45 b,HAT-P-45,0,1,1,Transit,2014,3.128992,0.04521,0.00069,-0.0007,0,15.984,1.426,273.3338,0.86,,,1.32,1.26,274.3732697,-3.3810594,298.64
HAT-P-46 b,HAT-P-46,1,1,1,Transit,2014,4.463129,0.0577,0.0014,-0.0009,0,14.392,1.284,156.684,0.493,1458,,1.4,1.28,270.4441831,-2.97098,290.736
HAT-P-49 b,HAT-P-49,0,1,1,Transit,2014,2.691548,0.0438,0.0005,-0.0005,0,15.838,1.413,549.823,1.73,2131,F,1.83,1.54,305.4413294,26.6926759,350.351
HAT-P-49 b,HAT-P-49,0,1,1,Transit,2014,2.691548,0.04378,0.00048,-0.00049,0,15.838,1.413,562.5591,1.77,,,1.83,1.54,305.4413294,26.6926759,350.351
HAT-P-5 b,HAT-P-5,0,1,1,Transit,2007,2.7884736,0.04073,0.0005,-0.00093,0,14.056,1.254,324.1866,1.02,,,1.17,1.16,274.4055335,36.6214617,303.336
HAT-P-5 b,HAT-P-5,0,1,1,Transit,2007,2.788491,0.04071,0.00049,-0.00097,0,14.056,1.254,336.8998,1.06,1539,,,,274.4055335,36.6214617,303.336
HAT-P-5 b,HAT-P-5,0,1,1,Transit,2007,2.788491,0.04075,0.00076,-0.00076,0,14.12,1.26,336.89,1.06,,G,1.17,1.16,274.4055335,36.6214617,303.336
HAT-P-50 b,HAT-P-50,1,1,1,Transit,2015,3.1220109,0.0453,0.00058,-0.0014,0,14.437,1.288,429.0705,1.35,1862,,1.7,1.27,118.0634379,12.1393474,515.458
HAT-P-50 b,HAT-P-50,0,1,1,Transit,2015,3.1220109,0.04527,0.00058,-0.0015,0,14.437,1.288,431.93097,1.359,,,1.7,1.27,118.0634379,12.1393474,515.458
